Date,Open,High,Low,Close,Volume
11/27/2019 16:00:00,314.6099853515625,315.4800109863281,314.3699951171875,315.4800109863281,44444600
11/29/2019 16:00:00,314.8599853515625,315.1300048828125,314.05999755859375,314.30999755859375,36592700
12/02/2019 16:00:00,314.5899963378906,314.6600036621094,311.1700134277344,311.6400146484375,75767800
12/03/2019 16:00:00,308.6499938964844,309.6400146484375,307.1300048828125,309.54998779296875,73941700
12/04/2019 16:00:00,310.70001220703125,312.1199951171875,310.32000732421875,311.4599914550781,49080000
12/05/2019 16:00:00,312.2300109863281,312.25,310.5799865722656,312.0199890136719,40709000
12/06/2019 16:00:00,314.1199951171875,315.30999755859375,314.1099853515625,314.8699951171875,48927000
12/09/2019 16:00:00,314.44000244140625,315.17999267578125,313.79998779296875,313.8800048828125,34838500
12/10/2019 16:00:00,313.82000732421875,314.54998779296875,312.80999755859375,313.5299987792969,52649800
12/11/2019 16:00:00,314.0299987792969,314.70001220703125,313.44000244140625,314.4200134277344,53429100
12/12/2019 16:00:00,314.42999267578125,317.989990234375,314.1700134277344,317.1300048828125,96389600
12/13/2019 16:00:00,316.8699951171875,318.6700134277344,316.0199890136719,317.32000732421875,81503900
12/16/2019 16:00:00,319.2200012207031,320.1499938964844,317.25,319.5,82749700
12/17/2019 16:00:00,319.9200134277344,320.25,319.4800109863281,319.57000732421875,61097700
12/18/2019 16:00:00,320.0,320.25,319.5299987792969,319.5899963378906,48133000
12/19/2019 16:00:00,319.79998779296875,320.9800109863281,319.5199890136719,320.8999938964844,85310500
12/20/2019 16:00:00,320.4599914550781,321.9700012207031,319.3900146484375,320.7300109863281,147142100
12/23/2019 16:00:00,321.5899963378906,321.6499938964844,321.05999755859375,321.2200012207031,52990000
12/24/2019 16:00:00,321.4700012207031,321.5199890136719,320.8999938964844,321.2300109863281,20270000
12/26/2019 16:00:00,321.6499938964844,322.95001220703125,321.6400146484375,322.94000244140625,30911200
12/27/2019 16:00:00,323.739990234375,323.79998779296875,322.2799987792969,322.8599853515625,42528800
12/30/2019 16:00:00,322.95001220703125,323.1000061035156,320.54998779296875,321.0799865722656,49729100
12/31/2019 16:00:00,320.5299987792969,322.1300048828125,320.1499938964844,321.8599853515625,57077300
01/02/2020 16:00:00,323.5400085449219,324.8900146484375,322.5299987792969,324.8699951171875,59151200
01/03/2020 16:00:00,321.1600036621094,323.6400146484375,321.1000061035156,322.4100036621094,77709700
01/06/2020 16:00:00,320.489990234375,323.7300109863281,320.3599853515625,323.6400146484375,55653900
01/07/2020 16:00:00,323.0199890136719,323.5400085449219,322.239990234375,322.7300109863281,40496400
01/08/2020 16:00:00,322.94000244140625,325.7799987792969,322.6700134277344,324.45001220703125,68296000
01/09/2020 16:00:00,326.1600036621094,326.7300109863281,325.5199890136719,326.6499938964844,48473300
01/10/2020 16:00:00,327.2900085449219,327.4599914550781,325.20001220703125,325.7099914550781,53029300
01/13/2020 16:00:00,326.3900146484375,327.9599914550781,325.9200134277344,327.95001220703125,47086800
01/14/2020 16:00:00,327.4700012207031,328.6199951171875,326.8399963378906,327.45001220703125,62832800
01/15/2020 16:00:00,327.3500061035156,329.0199890136719,327.260009765625,328.19000244140625,72056600
01/16/2020 16:00:00,329.70001220703125,330.9200134277344,329.45001220703125,330.9200134277344,54050300
01/17/2020 16:00:00,331.70001220703125,332.17999267578125,330.8500061035156,331.95001220703125,95846000
01/21/2020 16:00:00,330.8999938964844,332.17999267578125,330.82000732421875,331.29998779296875,77742400
01/22/2020 16:00:00,332.239990234375,332.95001220703125,331.1700134277344,331.3399963378906,48914900
01/23/2020 16:00:00,330.6300048828125,332.1700134277344,329.4100036621094,331.7200012207031,51963000
01/24/2020 16:00:00,332.44000244140625,332.5299987792969,327.3599853515625,328.7699890136719,87578400
01/27/2020 16:00:00,323.0299987792969,325.1199951171875,322.6600036621094,323.5,84062500
01/28/2020 16:00:00,325.05999755859375,327.8500061035156,323.6000061035156,326.8900146484375,63834000
01/29/2020 16:00:00,328.3800048828125,328.6300048828125,326.3999938964844,326.6199951171875,53888900
01/30/2020 16:00:00,324.3599853515625,327.9100036621094,323.5400085449219,327.67999267578125,75491800
01/31/2020 16:00:00,327.0,327.1700134277344,320.7300109863281,321.7300109863281,113845600
02/03/2020 16:00:00,323.3500061035156,326.1600036621094,323.2200012207031,324.1199951171875,69083000
02/04/2020 16:00:00,328.07000732421875,330.010009765625,327.7200012207031,329.05999755859375,62573200
02/05/2020 16:00:00,332.2699890136719,333.0899963378906,330.6700134277344,332.8599853515625,65951100
02/06/2020 16:00:00,333.9100036621094,334.19000244140625,332.79998779296875,333.9800109863281,50359700
02/07/2020 16:00:00,332.82000732421875,333.989990234375,331.6000061035156,332.20001220703125,64139400
02/10/2020 16:00:00,331.2300109863281,334.75,331.19000244140625,334.67999267578125,42070000
02/11/2020 16:00:00,336.1600036621094,337.0199890136719,334.67999267578125,335.260009765625,54864500
02/12/2020 16:00:00,336.8299865722656,337.6499938964844,336.42999267578125,337.4200134277344,43992700
02/13/2020 16:00:00,335.8599853515625,338.1199951171875,335.55999755859375,337.05999755859375,54501900
02/14/2020 16:00:00,337.510009765625,337.7300109863281,336.20001220703125,337.6000061035156,64582200
02/18/2020 16:00:00,336.510009765625,337.6700134277344,335.2099914550781,336.7300109863281,57226200
02/19/2020 16:00:00,337.7900085449219,339.0799865722656,337.4800109863281,338.3399963378906,48814700
02/20/2020 16:00:00,337.739990234375,338.6400146484375,333.67999267578125,336.95001220703125,74163400
02/21/2020 16:00:00,335.4700012207031,335.80999755859375,332.5799865722656,333.4800109863281,113788200
02/24/2020 16:00:00,323.1400146484375,333.55999755859375,321.239990234375,322.4200134277344,161088400
02/25/2020 16:00:00,323.94000244140625,324.6099853515625,311.69000244140625,312.6499938964844,218913200
02/26/2020 16:00:00,314.17999267578125,318.1099853515625,310.70001220703125,311.5,194773800
02/27/2020 16:00:00,305.4599914550781,311.55999755859375,297.510009765625,297.510009765625,284353500
02/28/2020 16:00:00,288.70001220703125,297.8900146484375,285.5400085449219,296.260009765625,384975800
03/02/2020 16:00:00,298.2099914550781,309.1600036621094,294.4599914550781,309.0899963378906,238703600
03/03/2020 16:00:00,309.5,313.8399963378906,297.57000732421875,300.239990234375,300139100
03/04/2020 16:00:00,306.1199951171875,313.1000061035156,303.3299865722656,312.8599853515625,176613400
03/05/2020 16:00:00,304.9800109863281,308.4700012207031,300.010009765625,302.4599914550781,186366800
03/06/2020 16:00:00,293.1499938964844,298.7799987792969,290.2300109863281,297.4599914550781,228667200
03/09/2020 16:00:00,275.29998779296875,284.19000244140625,273.45001220703125,274.2300109863281,309417300
03/10/2020 16:00:00,284.6400146484375,288.5199890136719,273.5,288.4200134277344,276444100
03/11/2020 16:00:00,280.70001220703125,281.94000244140625,270.8800048828125,274.3599853515625,255316300
03/12/2020 16:00:00,256.0,266.6600036621094,247.67999267578125,248.11000061035156,392220700
03/13/2020 16:00:00,263.0899963378906,271.4800109863281,248.52000427246094,269.32000732421875,329566100
03/16/2020 16:00:00,241.17999267578125,256.8999938964844,237.36000061035156,239.85000610351562,297240000
03/17/2020 16:00:00,245.0399932861328,256.1700134277344,237.07000732421875,252.8000030517578,262070500
03/18/2020 16:00:00,236.25,248.3699951171875,228.02000427246094,240.0,327597100
03/19/2020 16:00:00,239.25,247.3800048828125,232.22000122070312,240.50999450683594,289322000
03/20/2020 16:00:00,242.52999877929688,244.47000122070312,228.5,228.8000030517578,347158800
03/23/2020 16:00:00,228.19000244140625,229.67999267578125,218.25999450683594,222.9499969482422,326025200
03/24/2020 16:00:00,234.4199981689453,244.10000610351562,233.8000030517578,243.14999389648438,235494500
03/25/2020 16:00:00,244.8699951171875,256.3500061035156,239.75,246.7899932861328,299430300
03/26/2020 16:00:00,249.52000427246094,262.79998779296875,249.0500030517578,261.20001220703125,257632800
03/27/2020 16:00:00,253.27000427246094,260.80999755859375,251.0500030517578,253.4199981689453,224341200
03/30/2020 16:00:00,255.6999969482422,262.42999267578125,253.52999877929688,261.6499938964844,171369500
03/31/2020 16:00:00,260.55999755859375,263.3299865722656,256.2200012207031,257.75,194881100
04/01/2020 16:00:00,247.97999572753906,257.6600036621094,243.89999389648438,246.14999389648438,189554600
04/02/2020 16:00:00,245.19000244140625,252.67999267578125,244.58999633789062,251.8300018310547,177660400
04/03/2020 16:00:00,250.75999450683594,253.32000732421875,245.22000122070312,248.19000244140625,135561200
04/06/2020 16:00:00,257.8399963378906,267.0,248.1699981689453,264.8599853515625,188061200
04/07/2020 16:00:00,274.2099914550781,275.0299987792969,264.8900146484375,265.1300048828125,201427200
04/08/2020 16:00:00,267.9599914550781,276.0,265.25,274.0299987792969,153774500
04/09/2020 16:00:00,277.5799865722656,281.20001220703125,275.4700012207031,278.20001220703125,189999200
04/13/2020 16:00:00,277.1400146484375,277.510009765625,271.4100036621094,275.6600036621094,114839100
04/14/2020 16:00:00,280.9800109863281,284.8999938964844,275.510009765625,283.7900085449219,134143400
04/15/2020 16:00:00,277.57000732421875,283.94000244140625,275.4599914550781,277.760009765625,121775000
04/16/2020 16:00:00,279.1499938964844,280.0299987792969,275.760009765625,279.1000061035156,131798300
04/17/2020 16:00:00,285.3800048828125,287.29998779296875,282.3999938964844,286.6400146484375,146684800
04/20/2020 16:00:00,282.6099853515625,286.7900085449219,281.3500061035156,281.5899963378906,100109300
04/21/2020 16:00:00,276.7300109863281,278.0400085449219,272.0199890136719,273.0400085449219,126385700
04/22/2020 16:00:00,278.3500061035156,281.0,276.9100036621094,279.1000061035156,92951600
04/23/2020 16:00:00,280.489990234375,283.94000244140625,278.75,279.0799865722656,104709700
04/24/2020 16:00:00,280.7300109863281,283.70001220703125,278.5,282.9700012207031,85063200
04/27/2020 16:00:00,285.1199951171875,288.2699890136719,284.6199951171875,287.04998779296875,77896600
04/28/2020 16:00:00,291.0199890136719,291.3999938964844,285.3999938964844,285.7300109863281,105270000
04/29/2020 16:00:00,291.5299987792969,294.8800048828125,290.4100036621094,293.2099914550781,118745600
04/30/2020 16:00:00,291.7099914550781,293.32000732421875,288.5899963378906,290.4800109863281,122901700
05/01/2020 16:00:00,285.30999755859375,290.6600036621094,281.5199890136719,282.7900085449219,125180000
05/04/2020 16:00:00,280.739990234375,283.8999938964844,279.1300048828125,283.57000732421875,80873200
05/05/2020 16:00:00,286.6400146484375,289.25,283.7099914550781,286.19000244140625,79569900
05/06/2020 16:00:00,288.0400085449219,288.4599914550781,283.7799987792969,284.25,73632600
05/07/2020 16:00:00,287.75,289.7799987792969,287.1300048828125,287.67999267578125,75250400
05/08/2020 16:00:00,291.0899963378906,292.95001220703125,289.8599853515625,292.44000244140625,76452400
05/11/2020 16:00:00,290.3399963378906,294.0,289.8800048828125,292.5,79514200
05/12/2020 16:00:00,293.7900085449219,294.239990234375,286.5199890136719,286.6700134277344,95870800
05/13/2020 16:00:00,286.05999755859375,287.19000244140625,278.9599914550781,281.6000061035156,144721100
05/14/2020 16:00:00,278.95001220703125,285.1099853515625,272.989990234375,284.9700012207031,121977900
05/15/2020 16:00:00,282.3699951171875,286.3299865722656,281.3399963378906,286.2799987792969,111146300
05/18/2020 16:00:00,293.04998779296875,296.75,292.70001220703125,295.0,119703800
05/19/2020 16:00:00,294.3500061035156,296.2099914550781,291.95001220703125,291.9700012207031,95189300
05/20/2020 16:00:00,295.82000732421875,297.8699951171875,295.57000732421875,296.92999267578125,85861700
05/21/2020 16:00:00,296.7900085449219,297.6700134277344,293.69000244140625,294.8800048828125,78293900
05/22/2020 16:00:00,294.57000732421875,295.6300048828125,293.2200012207031,295.44000244140625,63958200
05/26/2020 16:00:00,301.92999267578125,302.19000244140625,295.4599914550781,299.0799865722656,88951400
05/27/2020 16:00:00,302.1199951171875,303.57000732421875,296.8699951171875,303.5299987792969,104817400
05/28/2020 16:00:00,304.6499938964844,306.8399963378906,302.239990234375,302.9700012207031,90405200
05/29/2020 16:00:00,302.4599914550781,304.9599914550781,299.4700012207031,304.32000732421875,119090800
06/01/2020 16:00:00,303.6199951171875,306.2099914550781,303.05999755859375,305.54998779296875,55758300
06/02/2020 16:00:00,306.54998779296875,308.1300048828125,305.1000061035156,308.0799865722656,74267200
06/03/2020 16:00:00,310.239990234375,313.2200012207031,309.94000244140625,312.17999267578125,92567600
06/04/2020 16:00:00,311.1099853515625,313.0,309.0799865722656,311.3599853515625,75794400
06/05/2020 16:00:00,317.2300109863281,321.2699890136719,317.1600036621094,319.3399963378906,150524700
06/08/2020 16:00:00,320.2200012207031,323.4100036621094,319.6300048828125,323.20001220703125,73641200
06/09/2020 16:00:00,320.29998779296875,323.2799987792969,319.3599853515625,320.7900085449219,77479200
06/10/2020 16:00:00,321.4200134277344,322.3900146484375,318.2200012207031,319.0,95000800
06/11/2020 16:00:00,311.4599914550781,312.1499938964844,300.010009765625,300.6099853515625,209243600
06/12/2020 16:00:00,308.239990234375,309.0799865722656,298.6000061035156,304.2099914550781,194678900
06/15/2020 16:00:00,298.0199890136719,308.2799987792969,296.739990234375,307.04998779296875,135782700
06/16/2020 16:00:00,315.4800109863281,315.6400146484375,307.6700134277344,312.9599914550781,137627500
06/17/2020 16:00:00,314.07000732421875,314.3900146484375,310.8599853515625,311.6600036621094,83398900
06/18/2020 16:00:00,310.010009765625,312.29998779296875,309.510009765625,311.7799987792969,80828700
06/19/2020 16:00:00,314.1700134277344,314.3800048828125,306.5299987792969,308.6400146484375,135549600
06/22/2020 16:00:00,307.989990234375,311.04998779296875,306.75,310.6199951171875,74649400
06/23/2020 16:00:00,313.489990234375,314.5,311.6099853515625,312.04998779296875,68471200
06/24/2020 16:00:00,309.8399963378906,310.510009765625,302.1000061035156,304.0899963378906,132813500
06/25/2020 16:00:00,303.4700012207031,307.6400146484375,301.2799987792969,307.3500061035156,89468000
06/26/2020 16:00:00,306.1600036621094,306.3900146484375,299.4200134277344,300.04998779296875,127961000
06/29/2020 16:00:00,301.4100036621094,304.6099853515625,298.92999267578125,304.4599914550781,79773300
06/30/2020 16:00:00,303.989990234375,310.20001220703125,303.82000732421875,308.3599853515625,113394800
07/01/2020 16:00:00,309.57000732421875,311.8900146484375,309.07000732421875,310.5199890136719,72396500
07/02/2020 16:00:00,314.239990234375,315.70001220703125,311.510009765625,312.2300109863281,69344200
07/06/2020 16:00:00,316.3699951171875,317.67999267578125,315.55999755859375,317.04998779296875,61713800
07/07/2020 16:00:00,315.3800048828125,317.5199890136719,313.3699951171875,313.7799987792969,82910000
07/08/2020 16:00:00,314.6099853515625,316.29998779296875,312.70001220703125,316.17999267578125,54638600
07/09/2020 16:00:00,316.8399963378906,317.1000061035156,310.67999267578125,314.3800048828125,83354200
07/10/2020 16:00:00,314.30999755859375,317.8800048828125,312.760009765625,317.5899963378906,57550400
07/13/2020 16:00:00,320.1300048828125,322.7099914550781,314.1300048828125,314.8399963378906,102997500
07/14/2020 16:00:00,313.29998779296875,319.760009765625,312.0,318.9200134277344,93657000
07/15/2020 16:00:00,322.4100036621094,323.0400085449219,319.2699890136719,321.8500061035156,87196500
07/16/2020 16:00:00,319.7900085449219,321.2799987792969,319.0899963378906,320.7900085449219,54622500
07/17/2020 16:00:00,321.8800048828125,322.57000732421875,319.739990234375,321.7200012207031,62774900
07/20/2020 16:00:00,321.42999267578125,325.1300048828125,320.6199951171875,324.32000732421875,56308800
07/21/2020 16:00:00,326.45001220703125,326.92999267578125,323.94000244140625,325.010009765625,57292200
07/22/2020 16:00:00,324.6199951171875,327.20001220703125,324.5,326.8599853515625,57792900
07/23/2020 16:00:00,326.4700012207031,327.2300109863281,321.4800109863281,322.9599914550781,75738000
07/24/2020 16:00:00,320.95001220703125,321.989990234375,319.25,320.8800048828125,73766600
07/27/2020 16:00:00,321.6300048828125,323.4100036621094,320.7699890136719,323.2200012207031,48293000
07/28/2020 16:00:00,322.42999267578125,323.6400146484375,320.8500061035156,321.1700134277344,57495000
07/29/2020 16:00:00,322.1199951171875,325.7300109863281,322.0799865722656,325.1199951171875,48454200
07/30/2020 16:00:00,321.8999938964844,324.4100036621094,319.6400146484375,323.9599914550781,61861700
07/31/2020 16:00:00,325.8999938964844,326.6300048828125,321.3299865722656,326.5199890136719,84986800
08/03/2020 16:00:00,328.32000732421875,329.6199951171875,327.7300109863281,328.7900085449219,53077900
08/04/2020 16:00:00,327.8599853515625,330.05999755859375,327.8599853515625,330.05999755859375,41917900
08/05/2020 16:00:00,331.4700012207031,332.3900146484375,331.17999267578125,332.1099853515625,42697700
08/06/2020 16:00:00,331.4800109863281,334.4599914550781,331.1300048828125,334.3299865722656,43679400
08/07/2020 16:00:00,333.2799987792969,334.8800048828125,332.29998779296875,334.57000732421875,57308300
08/10/2020 16:00:00,335.05999755859375,335.7699890136719,332.9599914550781,335.57000732421875,44282100
08/11/2020 16:00:00,336.8500061035156,337.5400085449219,332.010009765625,332.79998779296875,69601100
08/12/2020 16:00:00,335.44000244140625,338.2799987792969,335.4100036621094,337.44000244140625,53774400
08/13/2020 16:00:00,336.6099853515625,338.25,335.8299865722656,336.8299865722656,41816100
08/14/2020 16:00:00,336.4100036621094,337.4200134277344,335.6199951171875,336.8399963378906,47260400
08/17/2020 16:00:00,337.94000244140625,338.3399963378906,336.8500061035156,337.9100036621094,35481000
08/18/2020 16:00:00,338.3399963378906,339.1000061035156,336.6099853515625,338.6400146484375,38733900
08/19/2020 16:00:00,339.04998779296875,339.6099853515625,336.6199951171875,337.2300109863281,68054200
08/20/2020 16:00:00,335.3599853515625,338.79998779296875,335.2200012207031,338.2799987792969,42207800
08/21/2020 16:00:00,337.9200134277344,339.7200012207031,337.54998779296875,339.4800109863281,55106600
08/24/2020 16:00:00,342.1199951171875,343.0,339.45001220703125,342.9200134277344,48588700
08/25/2020 16:00:00,343.5299987792969,344.2099914550781,342.2699890136719,344.1199951171875,38463400
08/26/2020 16:00:00,344.760009765625,347.8599853515625,344.1700134277344,347.57000732421875,50790200
08/27/2020 16:00:00,348.510009765625,349.8999938964844,346.5299987792969,348.3299865722656,58034100
08/28/2020 16:00:00,349.44000244140625,350.7200012207031,348.1499938964844,350.5799865722656,48588900
08/31/2020 16:00:00,350.3500061035156,351.29998779296875,349.05999755859375,349.30999755859375,66099200
09/01/2020 16:00:00,350.2099914550781,352.7099914550781,349.239990234375,352.6000061035156,54908700
09/02/2020 16:00:00,354.6700134277344,358.75,353.42999267578125,357.70001220703125,69540000
09/03/2020 16:00:00,355.8699951171875,356.3800048828125,342.5899963378906,345.3900146484375,148011100
09/04/2020 16:00:00,346.1300048828125,347.8299865722656,334.8699951171875,342.57000732421875,139156300
09/08/2020 16:00:00,336.7099914550781,342.6400146484375,332.8800048828125,333.2099914550781,114465300
09/09/2020 16:00:00,337.54998779296875,342.4599914550781,336.6099853515625,339.7900085449219,91462300
09/10/2020 16:00:00,341.82000732421875,342.5299987792969,332.8500061035156,333.8900146484375,90569500
09/11/2020 16:00:00,335.82000732421875,336.9700012207031,331.0,334.05999755859375,84680200
09/14/2020 16:00:00,337.489990234375,340.3800048828125,334.2200012207031,338.4599914550781,65605700
09/15/2020 16:00:00,341.1199951171875,342.0199890136719,338.4700012207031,340.1700134277344,52920900
09/16/2020 16:00:00,341.510009765625,343.05999755859375,338.5199890136719,338.82000732421875,82096000
09/17/2020 16:00:00,333.55999755859375,337.70001220703125,332.989990234375,335.8399963378906,91523300
09/18/2020 16:00:00,335.3699951171875,335.489990234375,327.9700012207031,330.6499938964844,105877900
09/21/2020 16:00:00,325.70001220703125,327.1300048828125,321.7300109863281,326.9700012207031,99450800
09/22/2020 16:00:00,328.57000732421875,330.8999938964844,325.8599853515625,330.29998779296875,63612100
09/23/2020 16:00:00,330.8999938964844,331.20001220703125,322.1000061035156,322.6400146484375,93112200
09/24/2020 16:00:00,321.2200012207031,326.79998779296875,319.79998779296875,323.5,76681300
09/25/2020 16:00:00,322.5799865722656,329.5799865722656,321.6400146484375,328.7300109863281,71069400
09/28/2020 16:00:00,333.2200012207031,334.9599914550781,332.1499938964844,334.19000244140625,64584600
09/29/2020 16:00:00,333.9700012207031,334.7699890136719,331.6199951171875,332.3699951171875,51304000
09/30/2020 16:00:00,333.0899963378906,338.2900085449219,332.8800048828125,334.8900146484375,104081100
10/01/2020 16:00:00,337.69000244140625,338.739990234375,335.010009765625,337.0400085449219,88698700
10/02/2020 16:00:00,331.70001220703125,337.010009765625,331.19000244140625,333.8399963378906,89431100
10/05/2020 16:00:00,336.05999755859375,339.9599914550781,336.010009765625,339.760009765625,45713100
10/06/2020 16:00:00,339.9100036621094,342.1700134277344,334.3800048828125,334.92999267578125,90128900
10/07/2020 16:00:00,338.1199951171875,341.6300048828125,338.0899963378906,340.760009765625,56999600
10/08/2020 16:00:00,342.8500061035156,343.8500061035156,341.8599853515625,343.7799987792969,45242500
10/09/2020 16:00:00,345.55999755859375,347.3500061035156,344.8900146484375,346.8500061035156,59528600
10/12/2020 16:00:00,349.5899963378906,354.0199890136719,349.05999755859375,352.42999267578125,80388500
10/13/2020 16:00:00,352.2799987792969,352.4700012207031,349.0899963378906,350.1300048828125,73255500
10/14/2020 16:00:00,350.75,351.92999267578125,347.1400146484375,347.92999267578125,57727900
10/15/2020 16:00:00,343.7099914550781,348.0199890136719,343.1300048828125,347.5,60357700
10/16/2020 16:00:00,348.9599914550781,350.75,347.1000061035156,347.2900085449219,89501900
10/19/2020 16:00:00,348.6499938964844,349.3299865722656,341.0400085449219,342.010009765625,68425600
10/20/2020 16:00:00,343.4599914550781,346.8800048828125,342.6400146484375,343.3800048828125,60051900
10/21/2020 16:00:00,343.3299865722656,345.6700134277344,342.3999938964844,342.7300109863281,63575000
10/22/2020 16:00:00,342.9599914550781,345.239990234375,340.6499938964844,344.6099853515625,55399300
10/23/2020 16:00:00,345.92999267578125,345.989990234375,343.1300048828125,345.7799987792969,49143900
10/26/2020 16:00:00,342.1300048828125,342.9800109863281,335.6199951171875,339.3900146484375,91473000
10/27/2020 16:00:00,339.760009765625,340.1199951171875,337.989990234375,338.2200012207031,65994100
10/28/2020 16:00:00,332.1000061035156,338.25,326.1300048828125,326.6600036621094,127094300
10/29/2020 16:00:00,326.9100036621094,333.3999938964844,325.0899963378906,329.9800109863281,90597700
10/30/2020 16:00:00,328.2799987792969,329.69000244140625,322.6000061035156,326.5400085449219,120287300
11/02/2020 16:00:00,330.20001220703125,332.3599853515625,327.239990234375,330.20001220703125,86068300
11/03/2020 16:00:00,333.69000244140625,338.25,330.2900085449219,336.0299987792969,93294200
11/04/2020 16:00:00,340.8599853515625,347.94000244140625,339.5899963378906,343.5400085449219,126959700
11/05/2020 16:00:00,349.239990234375,352.19000244140625,348.8599853515625,350.239990234375,82039700
11/06/2020 16:00:00,349.92999267578125,351.510009765625,347.6499938964844,350.1600036621094,74973000
11/09/2020 16:00:00,363.9700012207031,364.3800048828125,354.05999755859375,354.55999755859375,172304200
11/10/2020 16:00:00,353.489990234375,355.17999267578125,350.510009765625,354.0400085449219,85552000
11/11/2020 16:00:00,356.3999938964844,357.55999755859375,355.05999755859375,356.6700134277344,58649000
11/12/2020 16:00:00,355.5799865722656,356.7200012207031,351.260009765625,353.2099914550781,67546200
11/13/2020 16:00:00,355.2699890136719,358.8999938964844,354.7099914550781,358.1000061035156,62892200
11/16/2020 16:00:00,360.9800109863281,362.7799987792969,359.5899963378906,362.57000732421875,74541100
11/17/2020 16:00:00,359.9700012207031,361.9200134277344,358.3399963378906,360.6199951171875,66111000
11/18/2020 16:00:00,360.9100036621094,361.5,356.239990234375,356.2799987792969,70591300
11/19/2020 16:00:00,355.6000061035156,358.17999267578125,354.1499938964844,357.7799987792969,59940900
11/20/2020 16:00:00,357.5,357.7200012207031,355.25,355.3299865722656,70417300
11/23/2020 16:00:00,357.2799987792969,358.82000732421875,354.8699951171875,357.4599914550781,63230600
11/24/2020 16:00:00,360.2099914550781,363.80999755859375,359.2900085449219,363.2200012207031,62415900
11/25/2020 16:00:00,363.1300048828125,363.1600036621094,361.4800109863281,362.6600036621094,45330900
11/27/2020 16:00:00,363.8399963378906,364.17999267578125,362.5799865722656,363.6700134277344,28514100
11/30/2020 16:00:00,362.8299865722656,363.1199951171875,359.1700134277344,362.05999755859375,83872700
12/01/2020 16:00:00,365.57000732421875,367.67999267578125,364.92999267578125,366.0199890136719,74231400
12/02/2020 16:00:00,364.82000732421875,366.9599914550781,364.20001220703125,366.7900085449219,45927000
12/03/2020 16:00:00,366.67999267578125,368.19000244140625,365.5,366.69000244140625,62882000
12/04/2020 16:00:00,367.32000732421875,369.8500061035156,367.2200012207031,369.8500061035156,50749900
12/07/2020 16:00:00,369.0199890136719,369.6199951171875,367.7200012207031,369.0899963378906,48944300
12/08/2020 16:00:00,367.7200012207031,370.7799987792969,367.6700134277344,370.1700134277344,42458900
12/09/2020 16:00:00,370.8800048828125,371.04998779296875,365.95001220703125,366.8500061035156,74098300
12/10/2020 16:00:00,365.3699951171875,367.8599853515625,364.42999267578125,366.7300109863281,57735400
12/11/2020 16:00:00,364.8999938964844,366.739990234375,363.260009765625,366.29998779296875,57698600
12/14/2020 16:00:00,368.6400146484375,369.79998779296875,364.4700012207031,364.6600036621094,69216200
12/15/2020 16:00:00,367.3999938964844,369.5899963378906,365.9200134277344,369.5899963378906,63865300
12/16/2020 16:00:00,369.82000732421875,371.1600036621094,368.8699951171875,370.1700134277344,58420500
12/17/2020 16:00:00,371.94000244140625,372.4599914550781,371.04998779296875,372.239990234375,64119500
12/18/2020 16:00:00,370.9700012207031,371.1499938964844,367.0199890136719,369.17999267578125,136542300
12/21/2020 16:00:00,364.9700012207031,378.4599914550781,362.0299987792969,367.8599853515625,96386700
12/22/2020 16:00:00,368.2099914550781,368.3299865722656,366.0299987792969,367.239990234375,47949000
12/23/2020 16:00:00,368.2799987792969,369.6199951171875,367.2200012207031,367.57000732421875,46201400
12/24/2020 16:00:00,368.0799865722656,369.0299987792969,367.45001220703125,369.0,26457900
12/28/2020 16:00:00,371.739990234375,372.5899963378906,371.07000732421875,372.1700134277344,39000400
12/29/2020 16:00:00,373.80999755859375,374.0,370.8299865722656,371.4599914550781,53680500
12/30/2020 16:00:00,372.3399963378906,373.1000061035156,371.57000732421875,371.989990234375,49455300
12/31/2020 16:00:00,371.7799987792969,374.6600036621094,371.2300109863281,373.8800048828125,78520700
01/04/2021 16:00:00,375.30999755859375,375.45001220703125,364.82000732421875,368.7900085449219,110210800
01/05/2021 16:00:00,368.1000061035156,372.5,368.04998779296875,371.3299865722656,66426200
01/06/2021 16:00:00,369.7099914550781,376.9800109863281,369.1199951171875,373.54998779296875,107997700
01/07/2021 16:00:00,376.1000061035156,379.8999938964844,375.9100036621094,379.1000061035156,68766800
01/08/2021 16:00:00,380.5899963378906,381.489990234375,377.1000061035156,381.260009765625,71677200
01/11/2021 16:00:00,377.8500061035156,380.5799865722656,377.7200012207031,378.69000244140625,51034700
01/12/2021 16:00:00,378.8900146484375,379.8599853515625,376.3599853515625,378.7699890136719,52547700
01/13/2021 16:00:00,378.69000244140625,380.8599853515625,377.8500061035156,379.7900085449219,45303600
01/14/2021 16:00:00,380.5899963378906,381.1300048828125,378.1000061035156,378.4599914550781,49989100
01/15/2021 16:00:00,376.7200012207031,377.5799865722656,373.70001220703125,375.70001220703125,107160000
01/19/2021 16:00:00,378.3399963378906,379.2300109863281,376.75,378.6499938964844,51233300
01/20/2021 16:00:00,381.1099853515625,384.7900085449219,380.69000244140625,383.8900146484375,61836100
01/21/2021 16:00:00,384.489990234375,384.95001220703125,383.25,384.239990234375,47840100
01/22/2021 16:00:00,382.25,384.1300048828125,381.8399963378906,382.8800048828125,52860500
01/25/2021 16:00:00,383.6700134277344,384.7699890136719,378.4599914550781,384.3900146484375,70402000
